# SentiWordNet users' feedback
# Release: 13 May 2013
# More information and contact: http://sentiwordnet.isti.cnr.it/
# License: http://creativecommons.org/licenses/by-sa/4.0/
#
# count	synsetId	synsetPOS	swnPositivity	swnNegativity	feedbackPositivity	feedbackNegativity	date	IPanon	IPcountry	list(word#sense)
1011	4329958	n	0	0	0.125	0.25	2011-12-06	IP356	xx	storm_window#1 storm_sash#1
1012	897517	a	0	0	0	0	2011-12-06	IP356	xx	eradicable#1
1013	897517	a	0	0	0	0	2011-12-06	IP356	xx	eradicable#1
1014	2485895	a	0	0	0	0	2011-12-07	IP357	PT	downward-sloping#1 downhill#1 declivitous#1
1015	536778	n	0	0	0	1	2011-12-07	IP357	PT	minuet#1
1016	12878325	n	0	0	0	0	2011-12-07	IP358	xx	besseya_alpina#1 alpine_besseya#1
1017	14871601	n	0	0.125	0	0.25	2011-12-07	IP359	JP	fluoride#1
1018	652659	n	0	0	0	0	2011-12-07	IP359	JP	tabulation#2
1019	2865665	n	0	0	0	0	2011-12-07	IP359	JP	bolt#6
1020	2544475	n	0	0	0	0	2011-12-07	IP359	JP	handsaw_fish#1
1021	1951472	n	0	0	0	0	2011-12-07	IP359	JP	hermissenda#1 genus_hermissenda#1
1022	1701017	a	0	0.125	0	0.125	2011-12-07	IP359	JP	bowery#1
1023	220323	r	0.375	0	0.375	0	2011-12-07	IP359	JP	equivocally#1 ambiguously#1
1024	6796642	n	0	0	0.125	0	2011-12-07	IP359	JP	song#4 call#5 birdsong#1 birdcall#1
1025	7549265	n	0.25	0.5	0.25	0.5	2011-12-07	IP359	JP	heartburning#1
1026	2461807	v	0	0.5	0.25	0.625	2011-12-09	IP360	xx	write_in#1
1027	12605965	n	0	0	0	0	2011-12-10	IP361	UA	spiderwort_family#1 family_commelinaceae#1 commelinaceae#1
1028	1664783	a	0	0.5	0	0.5	2011-12-12	IP362	RU	bearish#1
1029	10617904	n	0	0	0	0	2011-12-12	IP363	DE	snuffer#2
1030	1810466	n	0	0	0.5	0.25	2011-12-14	IP364	xx	order_columbiformes#1 columbiformes#1
1031	10813813	n	0	0	0	0	2011-12-14	IP365	GB	al-hakim#1
1032	1122776	a	0.25	0	0.25	0	2011-12-14	IP366	DK	go#1
1033	1071916	v	0.5	0	0.5	0	2011-12-15	IP367	xx	pluralize#1 pluralise#1
1034	9942431	n	0	0	0	0	2011-12-16	IP368	IL	reviewer#2 commentator#2
1035	11324785	n	0	0	0	0	2011-12-16	IP368	IL	sullivan#2 harry_stack_sullivan#1
1036	4228844	n	0	0	0	0	2011-12-16	IP368	IL	skid#1
1037	330709	r	0	0.375	0.125	0	2011-12-19	IP369	IN	unethically#1
1038	6598648	n	0	0	0.375	0.5	2011-12-20	IP370	TW	browsing#1 browse#2
1039	5043973	n	0	0.125	0	0.125	2011-12-20	IP371	CN	exposure#1
1040	10439629	n	0	0	0	0	2011-12-27	IP293	IN	platonist#1
1041	15216966	n	0	0	0	0	2011-12-28	IP372	xx	islamic_calendar_month#1
1042	2438831	a	0	0	0	0	2011-12-28	IP372	xx	fine-toothed#1 fine-tooth#1
1043	13785965	n	0	0	0	0	2011-12-28	IP372	xx	affine_transformation#1
1044	1802895	n	0	0	0	0	2011-12-29	IP373	SG	phasianus#1 genus_phasianus#1
1045	2639606	v	0	0.25	0	0.25	2011-12-29	IP373	SG	waste_one&#039;s_time#1 lounge_around#1 lounge_about#1 loll_around#1 loll#2 loaf#1 fuck_off#1 frig_around#1 bum_around#1 bum_about#1 bum#2 arse_around#1 arse_about#1
1046	90897	r	0.25	0.375	0.25	0.375	2012-01-04	IP374	CN	intently#1
1047	340239	a	0	0	0	0	2012-01-05	IP375	xx	sure#3 certain#4
1048	1481027	v	0	0	0	0	2012-01-06	IP376	xx	gin#2
1049	2552171	n	0	0	0	0	2012-01-06	IP376	xx	spiny-finned_fish#1 acanthopterygian#1
1050	13291831	n	0.25	0.5	1	0	2012-01-08	IP377	DZ	smart_money#2 punitive_damages#1 exemplary_damages#1
1051	3629857	n	0	0	1	0	2012-01-08	IP378	DZ	lager#1 laager#1
1052	11403220	n	0	0	0	1	2012-01-08	IP378	DZ	young#8 brigham_young#1
1053	9886220	n	0	1	0	1	2012-01-08	IP378	DZ	hound#2 heel#3 dog#4 cad#1 bounder#1 blackguard#1
1054	2747287	v	0.25	0	0	1	2012-01-08	IP378	DZ	contain#4
1055	953731	a	0.25	0	0.25	0	2012-01-08	IP378	DZ	almond-eyed#1
1056	8161757	n	0	0	0.5	0.125	2012-01-09	IP379	xx	us_congress#1 united_states_congress#1 u.s._congress#1 congress#1
1057	893878	v	0	0	0.625	0	2012-01-11	IP380	PH	relieve#10 let_off#1 exempt#2 excuse#2
1058	13141972	n	0	0	0	0	2012-01-11	IP381	xx	rhamnus_carolinianus#1 indian_cherry#1 carolina_buckthorn#1
1059	1617144	a	0	0.125	0	0	2012-01-11	IP382	PH	indebted#2
1060	14066203	n	0.25	0.5	0.25	0.5	2012-01-11	IP383	ES	prostration#1 collapse#1
1061	1309701	v	0	0	0	0	2012-01-14	IP384	xx	turn_over#4 dig#1 delve#1 cut_into#1
1062	2539894	n	0	0	0	0	2012-01-17	IP385	xx	round_whitefish#1 prosopium_cylindraceum#1 menominee_whitefish#1
1063	2283356	a	0	0	0.125	0.25	2012-01-17	IP386	SG	evoked#1 elicited#1
1064	14836308	n	0	0	0.5	0.5	2012-01-17	IP387	SG	dioxin#1
1065	10093396	n	1	0	1	0	2012-01-17	IP388	SG	first-rater#1
1066	7700167	n	0	0	1	0	2012-01-18	IP389	xx	tortellini#1
1067	906655	a	0.125	0.75	0.125	0.75	2012-01-18	IP389	xx	slighting#1 depreciatory#2 depreciative#2 deprecatory#1 deprecative#1 deprecating#1 belittling#1
1068	11026372	n	0	0	0.875	0	2012-01-19	IP204	IN	hammarskjold#1 dag_hjalmar_agne_carl_hammarskjold#1 dag_hammarskjold#1
1069	2162947	v	0.125	0	0.125	0	2012-01-20	IP390	CN	shine#3 glitter#1 glisten#1 glint#1 gleam#1
1070	2979995	a	0	0	0.125	0	2012-01-20	IP390	CN	hydrodynamic#1
1071	2224141	n	0	0	0	0	2012-01-20	IP391	BE	rhinotermitidae#1 family_rhinotermitidae#1
1072	6496862	n	0	0	1	0	2012-01-26	IP392	CO	rota#2
1073	5155821	n	0.625	0	0.5	0.125	2012-01-27	IP393	xx	vantage#2 advantage#1
1074	2518839	v	0.125	0	0.125	0	2012-01-30	IP394	CN	walk#6
1075	418950	a	0	0.625	0	0.625	2012-02-02	IP395	xx	unstained#3 unspotted#1 unsoiled#1
1076	418950	a	0	0.625	0	0.625	2012-02-02	IP395	xx	unstained#3 unspotted#1 unsoiled#1
1077	2286790	a	0	0	0	0	2012-02-03	IP396	BR	statute#1 codified#1
1078	2457945	n	0	0	0	0	2012-02-05	IP397	TW	unau#2 unai#2 two-toed_sloth#2 choloepus_didactylus#1
1079	2457945	n	0	0	0	0	2012-02-05	IP397	TW	unau#2 unai#2 two-toed_sloth#2 choloepus_didactylus#1
1080	1383947	v	0	0	0.5	0.5	2012-02-06	IP398	GB	clam#1
1081	1257145	a	0	0.375	0	0.375	2012-02-06	IP318	IT	sultry#1 sensual#2
1082	1250121	a	0	0.125	0	0.125	2012-02-06	IP318	IT	sultry#2 sulphurous#3 sulfurous#3 stifling#1
1083	1617004	a	0.125	0	0.125	0	2012-02-06	IP318	IT	indebted#1
1084	1617144	a	0	0.125	0	0.125	2012-02-06	IP318	IT	indebted#2
1085	1891773	a	0	0.75	0	0.75	2012-02-06	IP318	IT	vain#1 swollen-headed#1 swollen#1 self-conceited#1 egotistical#2 egotistic#2 conceited#1
1086	2380052	n	0	0	0	0	2012-02-06	IP318	IT	lippizaner#1 lippizan#1 lipizzan#1
1087	2996703	n	0	0	0	0	2012-02-06	IP318	IT	cephaloridine#1
1088	3292362	n	0	0	0	0	2012-02-06	IP318	IT	epauliere#1
1089	3512147	n	0	0	0	0	2012-02-06	IP318	IT	whirlybird#1 helicopter#1 eggbeater#1 chopper#3
1090	3667552	n	0	0	0	0	2012-02-06	IP318	IT	light_machine_gun#1
1091	3715114	n	0	0	0	0	2012-02-06	IP318	IT	maksutov_telescope#1
1092	3897634	n	0	0	0	0	2012-02-06	IP318	IT	pastry_cart#1
1093	1267098	v	0	0	0	0	2012-02-06	IP318	IT	pave#1
1094	4329958	n	0	0	0	0	2012-02-06	IP318	IT	storm_window#1 storm_sash#1
1095	14562324	n	0	0.5	0	0.5	2012-02-06	IP318	IT	ruination#1 ruin#1
1096	7335243	n	0	0.375	0	0.375	2012-02-06	IP318	IT	ruination#2 ruin#4
1097	7318133	n	0	0.75	0	0.75	2012-02-06	IP318	IT	ruination#3 ruin#5 downfall#1
1098	217773	n	0	0.375	0	0.375	2012-02-06	IP318	IT	wrecking#2 ruining#1 ruination#4 ruin#6 laying_waste#1
1099	13265749	n	0.125	0.5	0.125	0.5	2012-02-06	IP318	IT	largesse#1 largess#1
1100	13291831	n	0.25	0.5	0.25	0.5	2012-02-06	IP318	IT	smart_money#2 punitive_damages#1 exemplary_damages#1
1101	13887319	n	0	0	0	0	2012-02-06	IP318	IT	zigzag#1 zig#1 zag#1
1102	316318	r	0	0.375	0	0.375	2012-02-06	IP318	IT	disloyally#1
1103	330709	r	0	0.375	0	0.375	2012-02-06	IP318	IT	unethically#1
1104	374277	r	0	0.125	0	0.125	2012-02-06	IP318	IT	uninstructively#1 uninformatively#1
1105	554879	a	0	0.125	0	0.125	2012-02-07	IP399	xx	wasted#3 diminished#2 atrophied#1
1106	13090248	n	0	0.125	0	0.125	2012-02-08	IP400	IN	stinging_hair#1
1107	12721477	n	0	0	0	0	2012-02-08	IP401	IN	palo_santo#1 bulnesia_sarmienti#1
1108	1345307	a	0	0.25	0.5	0	2012-02-08	IP402	IN	wearisome#1 tiresome#1 tedious#1 slow#5 irksome#1 ho-hum#1 dull#4 deadening#1 boring#1
1109	3649161	n	0	0	0	0	2012-02-08	IP403	PT	lavalliere#1 lavaliere#1 lavalier#1
1110	1563147	a	0	0	0	0	2012-02-09	IP404	TW	flaring#1 aflare#1
1111	4826771	n	0.5	0.25	0.5	0.25	2012-02-09	IP404	TW	piousness#1 piety#1
1112	264570	a	0.625	0	0.625	0	2012-02-09	IP404	TW	valorous#1 valiant#1
1113	11051822	n	0	0	0	0	2012-02-10	IP405	xx	michinomiya_hirohito#1 hirohito#1
1114	10516016	n	0	0	0	0	2012-02-10	IP405	xx	refugee#1
1115	4514095	n	0	0	0	0	2012-02-14	IP406	IN	upholstery_needle#1
1116	2208030	a	0	0	0	0	2012-02-14	IP406	IN	forty-ninth#1 49th#1
1117	13623636	n	0	0	0	0	2012-02-14	IP406	IN	ml#1 millilitre#1 milliliter#1 mil#4 cubic_centimetre#1 cubic_centimeter#1 cc#1
1118	1093786	v	0	0	0.875	0.125	2012-02-14	IP406	IN	take_the_field#1 campaign#3
1119	1382086	a	0.25	0.125	0.75	0.25	2012-02-14	IP252	TR	large#1 big#1
1120	229630	a	0.25	0.75	0.25	0.75	2012-02-15	IP407	xx	worst#1
1121	7295955	n	0	1	0	1	2012-02-15	IP407	xx	worst#1
1122	4852534	n	0	0.5	0	0.5	2012-02-15	IP407	xx	worst#2
1123	127672	n	0	0.875	0.125	0.875	2012-02-15	IP407	xx	worst#3
1124	17241	r	0	0.875	0	1	2012-02-15	IP407	xx	worst#1
1125	1102997	v	0.25	0.125	0.125	0.75	2012-02-15	IP407	xx	worst#1 whip#2 rack_up#3 pip#3 mop_up#2
1126	9810166	n	0	0	0	0	2012-02-15	IP407	xx	comer#2 arriver#1 arrival#3
1127	60701	v	0	0	0	0	2012-02-15	IP407	xx	defeminize#1 defeminise#1
1128	154233	n	0	0	0	0	2012-02-16	IP408	xx	certification#4 authentication#2
1129	1417674	n	0	0	0	0	2012-02-16	IP409	xx	noctiluca_miliaris#1 noctiluca#1
1130	3108853	n	0	0	0	0	2012-02-16	IP409	xx	cork#4 bottle_cork#1
1131	581241	n	0	0	0	0	2012-02-16	IP409	xx	workload#1 work_load#1
1132	1176734	v	0	0.125	0	0.125	2012-02-16	IP409	xx	alcoholize#1
1133	12014739	n	0	0	0	0	2012-02-16	IP409	xx	serratula#1 genus_serratula#1
1134	9589876	n	0	0	0.25	0	2012-02-16	IP409	xx	beatrice#1
1135	6578905	n	0	0	0	0	2012-02-16	IP410	IN	google#1
1136	2217241	a	0.125	0	0.125	0	2012-02-16	IP410	IN	twofold#2 two-fold#2 doubled#1 double#3
1137	11446771	n	0	0	0	0	2012-02-17	IP411	IN	dichroism#1
1138	5367735	n	0	0	0	0	2012-02-17	IP411	IN	vena_gastrica#1 gastric_vein#1
1139	9771855	n	0	0	0	0	2012-02-17	IP412	xx	reminder#3 monitor#2 admonisher#1
1140	14218493	n	0	0	0	0.5	2012-02-20	IP413	xx	potato_murrain#1 potato_mold#1 potato_mildew#1 potato_disease#1 potato_blight#1
1141	67638	a	0.625	0	0.625	0	2012-02-20	IP414	IL	well#3
1142	411547	v	0	0	0	0.125	2012-02-20	IP414	IL	nationalize#1 nationalise#2
1143	13402389	n	0	0	0	0	2012-02-20	IP414	IL	garageman&#039;s_lien#1
1144	2488894	n	0	0	0	0	2012-02-20	IP414	IL	guereza#1 colobus_guereza#1
1145	1424456	v	0.375	0	0.375	0	2012-02-20	IP414	IL	squeeze#8 hug#1 embrace#2 bosom#2
1146	14247360	n	0	0	0	0	2012-02-20	IP414	IL	embryonal_carcinoma#1
1147	7582027	n	0	0	0	0	2012-02-20	IP414	IL	crab_cocktail#1
1148	9415938	n	0	0	0	0	2012-02-20	IP414	IL	streamlet#1 runnel#1 run#11 rivulet#1 rill#1
1149	8956305	n	0	0	0	0	2012-02-20	IP414	IL	kwangju#1
1150	6908968	n	0	0	0	0	2012-02-20	IP414	IL	ioway#2 iowa#3
1151	1417807	n	0	0	0	0	2012-02-20	IP414	IL	peridiniidae#1 family_peridiniidae#1
1152	4581425	n	0	0	0	0	2012-02-20	IP414	IL	whizzbang#1 whizbang_shell#1 whizbang#1
1153	1042764	n	0	0	0	0.125	2012-02-20	IP414	IL	devotion#4
1154	8274718	n	0	0	0	0	2012-02-20	IP414	IL	troop#3 scout_troop#1 scout_group#1
1155	2813437	a	0	0	0	0	2012-02-20	IP414	IL	theban#2
1156	13201566	n	0	0	0	0	2012-02-20	IP414	IL	tectaria_macrodonta#1 indian_button_fern#1
1157	10355142	n	0	0.125	0	0.125	2012-02-21	IP415	TR	neutral#1
1158	8369220	n	0	0	0.75	0	2012-02-22	IP252	TR	posterity#1 descendants#1
1159	1534147	v	0	0.75	0	0.75	2012-02-22	IP252	TR	soil#1 grime#1 dirty#1 colly#1 bemire#1 begrime#1
1160	15251336	n	0	0	0	0	2012-02-23	IP416	DE	centennial#1 centenary#1
1161	6025689	n	0	0	0	0	2012-02-23	IP416	DE	normal_distribution#1 gaussian_distribution#1
1162	1449980	n	0	0	0	0	2012-02-23	IP416	DE	molly#1 mollie#1
1163	659776	v	0	0	0	0	2012-02-23	IP416	DE	place#6 come_out#6 come_in#5
1164	2148788	v	0	0	0	0	2012-02-23	IP416	DE	show#1 present#1 exhibit#3 demonstrate#1 demo#1
1165	11835568	n	0	0	0	0	2012-02-23	IP416	DE	spinacia_oleracea#1 spinach_plant#1 spinach#1 prickly-seeded_spinach#1
1166	10362195	n	0.125	0	0.25	0	2012-02-23	IP416	DE	passive_resister#1 non-resistant#1
1167	7479144	n	0	0	0	0	2012-02-23	IP416	DE	head_crash#1
1168	2588421	a	0.125	0.375	0.25	0.25	2012-02-25	IP417	GB	unworthy#2 undeserving#1
1169	6053439	n	0	0	0	0	2012-02-25	IP417	GB	tocology#1 obstetrics#1 ob#2 midwifery#1
1170	1853192	v	0	0	0	0	2012-02-25	IP417	GB	pump#6
1171	2048242	n	0	0	0	0	2012-02-25	IP417	GB	lunda#1 genus_lunda#1
1172	14129784	n	0	0.25	0	0.25	2012-02-25	IP417	GB	dengue_fever#1 dengue#1 dandy_fever#1 breakbone_fever#1
1173	10070711	n	0	0.5	0	0.5	2012-02-25	IP417	GB	show-off#1 exhibitionist#2
1174	3560860	n	0	0	0	0	2012-02-25	IP417	GB	ignition_coil#1
1175	11363552	n	0	0	0	0	2012-02-25	IP417	GB	verner#1 karl_adolph_verner#1
1176	488888	r	0	0	0.25	0	2012-02-25	IP417	GB	precedentedly#1
1177	11523256	n	0	0	0	0	2012-02-25	IP417	GB	virtual_image#1
1178	101609	a	0.875	0	0.875	0	2012-02-25	IP417	GB	selfless#1 altruistic#1
1179	1048059	n	0	0	0	0	2012-02-25	IP417	GB	resurrection#2
1180	1508719	a	0.125	0.125	0.375	0.125	2012-02-25	IP417	GB	mild#1
1181	489863	a	0.125	0	0.125	0	2012-02-25	IP417	GB	regular#5
1182	106277	a	0	0	0	0	2012-02-25	IP417	GB	wide-cut#1 wide#6 full#8
1183	106277	a	0	0	0	0	2012-02-25	IP417	GB	wide-cut#1 wide#6 full#8
1184	106277	a	0	0	0	0	2012-02-25	IP417	GB	wide-cut#1 wide#6 full#8
1185	505349	v	0	0	0	0	2012-02-26	IP417	GB	detoxify#1 detoxicate#1
1186	800750	v	0	0	0	0.5	2012-02-26	IP418	CL	strike_out#1 strike_off#1 mark#12 cross_out#1 cross_off#1
1187	2028616	v	0	0	1	0	2012-02-26	IP418	CL	herd#2
1188	11483829	n	0	0	0	0	2012-02-26	IP418	CL	moment_of_a_magnet#1 magnetic_moment#1
1189	6685040	n	0	0	0.25	0	2012-02-26	IP418	CL	profession#4
1190	431893	n	0	0	0	0	2012-02-27	IP419	xx	play#8 child&#039;s_play#2
1191	504676	v	0	0	0	0.125	2012-02-27	IP420	IN	nitrogenize#1 nitrogenise#1 nitrify#2
1192	2244396	n	0	0	0	0	2012-02-27	IP420	IN	triatoma#1 genus_triatoma#1
1193	1513050	a	0	0.875	0	0.625	2012-02-28	IP421	IT	wicked#3 terrible#3 severe#1
1194	8399378	n	0	0.125	0	0.125	2012-02-28	IP422	IN	witches&#039;_broth#1 witches&#039;_brew#1 witch&#039;s_brew#1
1195	13630213	n	0	0	0	0	2012-02-28	IP422	IN	pib#1 petabyte#2 pebibyte#1 pb#4
1196	11764072	n	0	0	0	0	2012-02-28	IP422	IN	piptadenia#1 genus_piptadenia#1
1197	2565425	a	0.125	0	0	0	2012-02-28	IP422	IN	prepared#2 inclined#3 fain#1 disposed#1
1198	576228	v	0	0	0	0	2012-02-28	IP422	IN	expectorate#1 drive_out#3 clear_out#2
1199	4935904	n	0	0	0.125	0	2012-02-28	IP423	xx	viscidness#1 viscidity#1 tackiness#1 ropiness#1 gumminess#1 gluiness#1 glueyness#1 cohesiveness#2
1200	11967572	n	0	0	0	0	2012-02-28	IP423	xx	genus_eriophyllum#1 eriophyllum#1
1201	4072551	n	0	0	0	0	2012-02-28	IP423	xx	rein#1
1202	2807616	n	0	0	0	0	2012-02-28	IP423	xx	bathrobe#1
1203	3007354	a	0	0.125	0	0.75	2012-02-28	IP423	xx	congestive#1
1204	1925548	v	0	0.875	0	0.875	2012-02-28	IP423	xx	pound#3 lumber#1
1205	1007027	v	0	0	0	0	2012-02-28	IP424	MX	write#4 drop_a_line#1
1206	15027970	n	0	0	0	0	2012-02-29	IP425	MA	rh_antibody#1
1207	1123879	a	0.875	0	0.875	0	2012-02-29	IP425	MA	swell#1 smashing#1 slap-up#1 peachy#1 not_bad#1 nifty#1 neat#5 keen#3 groovy#1 great#4 dandy#1 cracking#1 corking#1 bully#1 bang-up#1
1208	11725311	n	0	0	0.875	0	2012-02-29	IP425	MA	mountain_anemone#1 anemone_tetonensis#1 alpine_anemone#1
1209	12881913	n	0	0	0	0.5	2012-02-29	IP425	MA	maiden_blue-eyed_mary#1 collinsia_parviflora#1
1210	2533708	n	0	0	0	1	2012-02-29	IP425	MA	family_engraulidae#1 engraulidae#1
1211	12881913	n	0	0	0	0.5	2012-02-29	IP425	MA	maiden_blue-eyed_mary#1 collinsia_parviflora#1
1212	465585	a	0.25	0	0.25	0	2012-02-29	IP426	ES	fuzzy#3
1213	6318513	n	0	0	0	0	2012-03-02	IP427	IT	auxiliary_verb#1
1214	2368247	a	0	0	0.5	0.25	2012-03-02	IP428	TR	unsweet#1 sec#1
1215	1986654	a	0.625	0	0.625	0	2012-03-04	IP429	xx	harmonizable#1
1216	9554132	n	0	0	0	0	2012-03-04	IP429	xx	cytherea#1 aphrodite#1
1217	208694	n	0	0.375	0	0	2012-03-04	IP429	xx	rustication#5
1218	10536728	n	0	0.5	0.375	0.25	2012-03-05	IP430	xx	varlet#1 scallywag#2 scalawag#2 rogue#1 rascal#1 rapscallion#1 knave#1
1219	10778711	n	0	0	0	0	2012-03-06	IP431	xx	augustinian#1
1220	9196103	n	0	0	0	0	2012-03-06	IP432	HK	heilong_jiang#1 heilong#1 amur_river#1 amur#1
1221	2266864	n	0	0	0	0	2012-03-06	IP433	BR	sialis_lutaria#1 alderfly#1 alder_fly#1
1222	12333961	n	0	0	0	0	2012-03-06	IP433	BR	purple_strawberry_guava#1 psidium_littorale_longipes#1 psidium_cattleianum#1 cattley_guava#1
1223	18781	r	0	0.625	0.25	0.125	2012-03-06	IP434	FR	rather#4 quite#1
1224	15295045	n	0.375	0	0.375	0	2012-03-06	IP433	BR	prime#2 peak#2 heyday#1 flush#1 flower#3 efflorescence#1 blossom#2 bloom#5
1225	1000442	a	0.125	0	0	0	2012-03-07	IP435	IN	well-chosen#1 happy#4
1226	10436851	n	0	0	0	0	2012-03-09	IP436	TW	placekicker#1 place-kicker#1
1227	2888968	a	0	0	0	0	2012-03-09	IP436	TW	surgical#1
1228	484070	a	0	0	0	0.125	2012-03-09	IP437	GB	technical#5
1229	2645494	a	0	0	0	0	2012-03-09	IP438	xx	stomatous#2 stomatal#2
1230	856578	v	0.125	0.25	0.625	0.125	2012-03-11	IP439	IN	condemn#2
1231	13806735	n	0	0	0.5	0	2012-03-11	IP439	IN	pluperfect_tense#1 pluperfect#1 past_perfect_tense#1 past_perfect#1
1232	1661289	a	0.375	0	0.375	0	2012-03-12	IP440	RO	ripe#3 right#13 good#12
1233	9827683	n	0	0	0.5	0	2012-03-13	IP441	xx	infant#1 baby#1 babe#1
1234	10184081	n	0	0.25	0	0.25	2012-03-13	IP441	xx	toughie#1 tough#2 thug#1 strong-armer#1 punk#1 hoodlum#1 hood#1 goon#2
1235	2514099	a	0	0.5	0	0.5	2012-03-13	IP441	xx	vicious#2 evil#2
1236	2890216	a	0	0	0	0	2012-03-14	IP442	IN	pelagic#1 oceanic#1
1237	127531	n	0.25	0	0.5	0.5	2012-03-15	IP440	RO	best#1
1238	4611470	n	0	0	0	0	2012-03-15	IP443	xx	yarder#2 yard_donkey#1
1239	276840	r	0	0	0	0	2012-03-15	IP443	xx	backstage#1
1240	7515328	n	0.5	0	0.5	0	2012-03-15	IP444	IN	imperturbableness#1 imperturbability#1 coolness#1
1241	391143	r	0.5	0.375	0.5	0.375	2012-03-15	IP444	IN	lightsomely#2 light-heartedly#1
1242	2541302	a	0.125	0.75	0.125	0.75	2012-03-16	IP445	SG	sick#1 ill#1
1243	1251128	a	0	0.75	0.75	0.25	2012-03-16	IP446	DE	cold#1
1244	2415253	n	0	0	0	0.125	2012-03-17	IP447	IN	white_sheep#1 ovis_montana_dalli#1 dall_sheep#1 dall&#039;s_sheep#1
1245	9387222	n	0	0	0	0	2012-03-19	IP448	KR	track#1 path#4 course#5
1246	10623949	n	0	0.125	0	0.125	2012-03-19	IP448	KR	somniloquist#1
1247	1919042	v	0	0.5	0	0.5	2012-03-19	IP448	KR	totter#1
1248	384055	v	0.125	0.125	0.375	0	2012-03-19	IP448	KR	transmogrify#1 transfigure#2 metamorphose#1
1249	9255207	n	0	0	0	0	2012-03-19	IP440	RO	continental_shelf#1
1250	3942126	n	0	0	0	0	2012-03-19	IP449	DE	pincushion#1
1251	2668258	a	0	0	0	0	2012-03-19	IP450	xx	botanical#1 botanic#1
1252	14601505	n	0	0	0	0	2012-03-20	IP451	xx	alkylbenzene#1
1253	12270946	n	0	0	0	0	2012-03-20	IP451	xx	quercus_chrysolepis#1 maul_oak#1 iron_oak#2 canyon_oak#1 canyon_live_oak#1
1254	13567344	n	0	0	0	0	2012-03-20	IP451	xx	threshold_operation#1
1255	3104594	n	0	0	0	0.75	2012-03-20	IP451	xx	copy#2
1256	938146	v	0	0.125	0	0.875	2012-03-20	IP451	xx	misspell#1
1257	1549905	v	0	0.875	0	0.875	2012-03-20	IP451	xx	disfigure#1 deface#1 blemish#1
1258	2457825	v	0	1	0	1	2012-03-20	IP451	xx	disrespect#1
1259	6714976	n	0	1	0	1	2012-03-20	IP451	xx	disrespect#1 discourtesy#1
1260	649992	n	0	0	0.25	0.375	2012-03-20	IP452	xx	pheresis#1 apheresis#2
1261	484070	a	0	0	0	0	2012-03-20	IP318	IT	technical#5
1262	1069454	a	0	0.125	0	0.125	2012-03-20	IP318	IT	cold#3
1263	1466775	a	0	0.25	0	0.25	2012-03-20	IP318	IT	frigid#1 cold#8
1264	887317	a	0	0.375	0	0.375	2012-03-20	IP318	IT	cold#10
1265	5015117	n	0	0.125	0	0.125	2012-03-20	IP318	IT	low_temperature#1 frigidness#2 frigidity#2 coldness#3 cold#2
1266	14145501	n	0	0.125	0	0.125	2012-03-20	IP318	IT	common_cold#1 cold#1
1267	5725676	n	0	0	0	0	2012-03-20	IP318	IT	coldness#1 cold#3
1268	1382086	a	0.25	0.125	0.25	0.125	2012-03-20	IP318	IT	large#1 big#1
1269	2368247	a	0	0	0	0	2012-03-20	IP318	IT	unsweet#1 sec#1
1270	127531	n	0.25	0	0.25	0	2012-03-20	IP318	IT	best#1
1271	913274	n	0	0	0	0	2012-03-20	IP318	IT	rustication#2
1272	209301	n	0	0.125	0	0.125	2012-03-20	IP318	IT	rustication#4
1273	208694	n	0	0.375	0	0.375	2012-03-20	IP318	IT	rustication#5
1274	7544491	n	0.375	0.125	0.375	0.125	2012-03-20	IP318	IT	devotion#1 devotedness#1
1275	1206553	n	0.25	0	0.25	0	2012-03-20	IP318	IT	devotion#2
1276	1044448	n	0.25	0.25	0.25	0.25	2012-03-20	IP318	IT	veneration#2 idolatry#1 devotion#3 cultism#2
1277	9589876	n	0	0	0	0	2012-03-20	IP318	IT	beatrice#1
1278	9827683	n	0	0	0	0	2012-03-20	IP318	IT	infant#1 baby#1 babe#1
1279	9827363	n	0.125	0.125	0.125	0.125	2012-03-20	IP318	IT	sister#4 baby#5 babe#2
1280	14218493	n	0	0	0	0	2012-03-20	IP318	IT	potato_murrain#1 potato_mold#1 potato_mildew#1 potato_disease#1 potato_blight#1
1281	384055	v	0.125	0.125	0.125	0.125	2012-03-20	IP318	IT	transmogrify#1 transfigure#2 metamorphose#1
1282	504676	v	0	0	0	0	2012-03-20	IP318	IT	nitrogenize#1 nitrogenise#1 nitrify#2
1283	856578	v	0.125	0.25	0.125	0.25	2012-03-20	IP318	IT	condemn#2
1284	2149302	v	0	0.5	0	0.5	2012-03-20	IP318	IT	condemn#4
1285	938146	v	0	0.125	0	0.125	2012-03-20	IP318	IT	misspell#1
1286	3034283	a	0	0	0	0	2012-03-20	IP453	xx	leibnizian#1 leibnitzian#1
1287	7379409	n	0	0	0.25	0	2012-03-20	IP454	GB	chirp#1
1288	13618298	n	0	0	0	0	2012-03-21	IP455	IN	mutchkin#1
1289	149138	r	0.125	0	0.125	0	2012-03-21	IP456	NL	in_reality#1 actually#2
1290	934199	a	0	0.25	0	0.25	2012-03-21	IP252	TR	inexpensive#1 cheap#1
1291	1123148	a	0.75	0	0	1	2012-03-21	IP446	DE	good#1
1292	1442186	a	0	0	0	0.875	2012-03-21	IP455	IN	short#1
